id,EAP,HPL,MWS
id02310,0.08118651897739528,0.0047066556192955295,0.9141068254033099
id24541,0.9477813753840764,0.018045292461808533,0.03417333215410914
id00134,0.009134854173140156,0.9861439793934919,0.004721166433390143
id27757,0.7703485339190026,0.21935009637650174,0.010301369704468329
id04081,0.6626077064773379,0.23400512028235163,0.10338717324031695
id27337,0.9970602248468184,0.0027363767202053745,0.00020339843298145002
id24265,0.974353796371405,0.016606642866124878,0.009039560762461363
id25917,0.005404406157666746,0.03886540560450745,0.9557301882378264
id04951,0.9978810907103124,0.0020626768441113826,5.623244556934052e-05
id14549,0.6707578996646459,0.20113112025102448,0.1281109800843272
id22505,0.05079474021679052,0.0036074475861279432,0.9455978121970836
id24002,0.0003261423114016856,0.9987746411496067,0.0008992165389908247
id18982,0.2782505214194158,0.4362987317743927,0.2854507468061833
id15181,0.011749028407792426,0.986872773852624,0.0013781977395848383
id21888,0.8738741100871431,0.026277459190399532,0.09984843072246057
id12035,0.003032698841803655,0.00023955584202202447,0.9967277453161794
id17991,0.062442559076589965,0.0038643474661893312,0.9336930934572276
id10707,0.9999496637704354,8.590242718807771e-06,4.174598686315648e-05
id07101,0.4234056771752952,0.10016131830845598,0.47643300451625137
id00345,0.413531058383715,0.5668620678244063,0.019606873791885762
id05912,0.9152850942269151,0.02399518164233607,0.06071972413074065
id13443,0.9843644579516899,0.0030241674082251797,0.012611374640094902
id09248,0.5221379479481402,0.00931184354938808,0.4685502085024591
id17542,0.009403865975510921,0.9794480502804097,0.011148083744092903
id06995,0.008897053489264067,0.00037370364540197294,0.9907292428653485
id25159,0.8116139405019644,0.037885918974982974,0.15050014052304816
id25729,0.4030078916345386,0.5136778479408279,0.08331426042464748
id26949,0.9673216287183322,0.026779246126735885,0.00589912515492295
id27191,0.02320283117525218,0.002511974940008286,0.9742851938847402
id07668,0.17696646523823262,0.0004083528362299705,0.822625181925534
id02230,0.02500270421592598,0.36364411143122427,0.6113531843528363
id15553,0.9997426886061926,1.0375060112032405e-05,0.0002469363337118619
id25688,0.0011840435171176728,0.9959956613339139,0.0028202951489657777
id17545,0.9929644145260913,0.003408120175944143,0.0036274652979644837
id13929,0.21874666468140008,0.0772842798982445,0.7039690554203506
id12880,0.3658150856796387,0.4417482314064579,0.19243668291391114
id19282,0.6639085089819649,0.11946419784273372,0.21662729317528953
id14690,0.0022689953660583787,0.0007909510763719085,0.9969400535575774
id17975,0.019806196105234007,0.9658120988958705,0.01438170499888786
id08037,0.9698519819651039,0.009196994722365454,0.020951023312552775
id15412,0.06937883193113241,0.005520978526617057,0.9251001895422388
id25032,0.48949831713809716,0.054863157346980655,0.45563852551492756
id27165,0.9993320380443588,0.00039655503815785783,0.00027140691748610794
id03327,0.7964197476751906,0.05772660379360161,0.145853648531219
id18515,0.8188784618929102,0.06781282198657303,0.11330871612051058
id21003,0.11363075499094329,0.03363985171516955,0.8527293932938922
id23855,0.005947234514804928,0.859466882067328,0.13458588341787664
id20724,0.9112400591015745,0.07947304550553665,0.009286895392894687
id13303,0.409749814048532,0.09280317679351341,0.49744700915794804
id16521,0.0037269618513442347,0.7832342072609126,0.21303883088774658
id20775,0.9977746414625127,0.0017345316884000601,0.000490826849075197
id13029,0.9777205600704774,0.00885166213434744,0.013427777795161923
id14660,0.35439173935677937,0.6141393409240519,0.03146891971917157
id11028,0.027711973032094432,0.0020601503111581953,0.9702278766567501
id14180,0.9513020906172948,0.034499951633318364,0.014197957749387754
id25860,0.9931984074097358,0.0009367489023642245,0.0058648436879011265
id11910,0.6754607823126306,0.02977254910692512,0.294766668580432
id08065,0.15810875138937536,0.007083592910093092,0.8348076557005343
id22674,0.02118478367153723,0.0014797482446609479,0.9773354680838255
id25018,0.23980311813560878,0.01634838746911884,0.7438484943952756
id10892,0.020560304670993443,0.9745608381210102,0.004878857207981407
id10217,0.4810066734493769,0.514145125895276,0.004848200655345534
id12996,0.33806754180869203,0.12780715879966112,0.5341252993916433
id18262,0.25889350482535917,0.18205632191946802,0.5590501732551518
id08606,0.0022180088874768802,0.9947543899261662,0.003027601186371243
id17233,0.931011056954983,0.02850816672808439,0.04048077631693105
id00101,0.6759959964500284,0.29421942916143456,0.02978457438854562
id12225,0.9793946881621529,0.015501202365810941,0.005104109472029131
id01364,0.01193334416113871,0.9810951073773444,0.00697154846150675
id24973,0.9463725931465381,0.007496812231625398,0.04613059462183826
id25363,0.621059211800466,0.00018443859198216398,0.37875634960756643
id10061,0.5662700253642107,0.012776399524234122,0.4209535751115696
id17673,0.0739241449016478,0.9142100090993207,0.011865845999024655
id13249,0.09689277709386615,0.0293338212994866,0.8737734016066498
id10107,0.032702828037635016,0.013533631081318663,0.9537635408810458
id04403,0.9306377355497087,0.000582795947470056,0.06877946850281105
id25728,0.8911027933367224,0.010427674014323991,0.09846953264894695
id16184,0.08951317256256713,0.022539980169827747,0.8879468472676042
id03438,0.015972859606729853,0.0005360628278088115,0.9834910775654532
id22923,0.014149681780069574,0.9852224017306798,0.0006279164892374126
id08610,0.9996493999978905,6.09345425197342e-05,0.0002896654596012835
id25355,0.00955897606232312,0.003066477330440824,0.9873745466072367
id16916,0.7027296168229272,0.2487968802329493,0.04847350294412748
id12793,0.024841226291686582,0.9629540573219957,0.012204716386313697
id11859,0.809143926205109,0.01126781605005098,0.1795882577448323
id02434,0.9994812814292876,0.0001650250635294841,0.00035369350718163217
id27703,0.002014137637036391,0.0002579790263287855,0.9977278833366334
id25212,0.03758770057542875,0.9470868160529663,0.015325483371610363
id11308,0.04965868148422534,0.034517823524793226,0.9158234949909752
id26094,0.9920856627468301,0.0049006360326384005,0.003013701220526073
id22080,0.9839634605652819,0.01287477183338377,0.003161767601328377
id03545,0.9973358459177035,0.002524043907851139,0.0001401101744387847
id23725,0.003886393977818529,0.0004290108836743304,0.9956845951385322
id12009,0.5385733171400023,0.21522982488538625,0.24619685797460872
id24241,0.04672158308910583,0.7138907349454316,0.2393876819654594
id03596,0.0018251091799527434,0.9969427265754641,0.0012321642445935217
id10749,0.2616625348957202,0.6279196179192821,0.11041784718499659
id22794,0.006869863049307055,0.002180534975390844,0.9909496019753105
id15482,0.25141496584163636,0.6950353864093796,0.05354964774896349
id04833,0.9038654276261342,0.07221764710305996,0.023916925270792904
id00397,0.0011457059427315516,5.41461958727046e-05,0.9988001478613556
id14691,0.0035287249298262594,0.0041803294444515,0.9922909456257218
id05193,0.36753715173143214,0.026214480426305625,0.6062483678422635
id19541,0.928548682395302,0.005888662524498639,0.06556265508021186
id22166,0.002446799541995916,0.000702550249140609,0.9968506502088882
id20744,0.021551643726693385,0.0005908706144464379,0.9778574856588578
id10392,0.0002849061982223814,0.004129757596015732,0.9955853362057493
id00770,0.943430877149557,0.04708304877524685,0.009486074075193357
id06018,0.8113834081475909,0.1669576549634674,0.0216589368889554
id15678,0.6348682586188417,0.026375651674868092,0.33875608970627075
id08305,0.9242745342440037,0.06633626367310363,0.009389202082896671
id08903,0.1282382084474851,0.030485503477742,0.8412762880747836
id14752,0.15030871365698728,0.8450376809345349,0.004653605408457033
id12468,0.13157122646422695,0.8551627411937928,0.013266032341967594
id05085,0.8289992910914681,0.1586523227047907,0.012348386203731826
id21993,0.3333899669394183,0.017044912413166798,0.6495651206474062
id15503,0.8951509172438041,0.05382329366589797,0.0510257890903017
id03021,0.0003603494778475326,0.9978391754306406,0.0018004750914756987
id16123,0.9988114314891504,0.0007267363338852059,0.00046183217695420353
id19383,0.9315843513425253,0.03933432517602228,0.029081323481462557
id04186,0.9931862879089619,0.0002092521429673347,0.006604459948072164
id17954,0.006590395994492713,0.001974044347187848,0.9914355596583444
id12030,0.1420676548867056,0.006806906931549892,0.8511254381817396
id13020,0.9826553749196097,0.006193681423119645,0.011150943657279325
id25327,0.004698423312574377,0.9156676900263563,0.07963388666107762
id16344,0.33213656211369164,0.1535969395284822,0.5142664983578357
id12303,0.10029456577409974,0.8808301868032964,0.0188752474225934
id15017,0.9959483853097164,0.003488215552827586,0.000563399137433556
id22308,0.29056549070283505,0.02510947291955404,0.6843250363776072
id06536,0.00042713209691545216,0.0015535045325316748,0.9980193633705269
id19797,0.19915362661436561,0.7708902234542486,0.02995614993138164
id06332,0.7930659561401587,0.1007245286005826,0.10620951525924778
id22941,0.03805742595219152,0.02838409332368666,0.9335584807241343
id13547,0.011118421157504837,0.0026468170408102958,0.9862347618016982
id06928,0.0031704137881848164,0.000928548563118233,0.9959010376487092
id12521,0.8533372794742533,0.11788550988461785,0.02877721064112256
id25716,0.940439992701316,0.006280425249148563,0.053279582049534785
